gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
AP000553.2,5.605751698173524,1.5682102270795613,0.18430602974911142,8.508729905442076,1.7584893432642466e-17,8.82004251721746e-17,True
MAPK10,934.3040126705906,-1.5726938052995811,0.18489370245218184,-8.505934947710397,1.8013795249881484e-17,9.031895651412764e-17,True
POPDC3,99.4400574214219,1.8053532093116575,0.2122759476454073,8.504746907677825,1.8199217802072985e-17,9.121562119133083e-17,True
CHRNA9,9.208156382208228,2.2923199271865387,0.2696015920153772,8.502620144230427,1.853586595288821e-17,9.286931512631197e-17,True
SAA2,1015.4858812511657,-1.8418684066953288,0.21664071626801076,-8.501949395406886,1.8643308682784686e-17,9.339636794908413e-17,True
HOXC11,296.14536742697913,1.7728668813992188,0.2085994929181244,8.498903120992109,1.9139054796583814e-17,9.582084712048192e-17,True
ARL14,8.742834093100093,2.8746800575548854,0.33824310550080794,8.498857806129086,1.9146526593805696e-17,9.583642693321608e-17,True
GABRP,30119.17155352054,1.642170318697514,0.19324710688175076,8.497774404986925,1.9326024005433706e-17,9.671158586363609e-17,True
AC034159.2,4.719680971665799,3.2105390506242033,0.3780174732985303,8.493096952925127,2.012023172960948e-17,1.0057695240198193e-16,True
LINC00689,101.51104528380547,1.8931009546998887,0.2229154642653645,8.492461305628806,2.0230617519892438e-17,1.0110442121139413e-16,True
CNN2P3,3.170937808939437,-3.987337089096434,0.4696095424054695,-8.490749716609663,2.053082958620499e-17,1.0255541828646518e-16,True
SLC52A1,135.4025125657449,1.5365037638250545,0.18096189134423396,8.49075875816443,2.052923220997056e-17,1.0255541828646518e-16,True
AC022613.1,11.736927367223428,1.5557637016786623,0.1832619385147184,8.489289779905464,2.0790372498026777e-17,1.0381444265028394e-16,True
AL049712.1,2.8411335092992926,-1.527715665714199,0.17998935977744598,-8.487810988400623,2.105656724887291e-17,1.0506789590376718e-16,True
UMODL1-AS1,11.568320076403348,1.9515220762924463,0.22992652687352394,8.487589939398003,2.109664574814302e-17,1.0525523905323518e-16,True
LINC01014,1.515352978874556,3.497183772779337,0.41213367432911263,8.485556970010252,2.1468791479118902e-17,1.0708622880640942e-16,True
AC009630.2,1.9386676359776587,1.8073540676800612,0.21307654894190614,8.48218199823024,2.2100950044552278e-17,1.1012045501272899e-16,True
OR7E94P,1.8491114681550453,-1.7830263594024358,0.21027254624338548,-8.47959655816706,2.259761433778578e-17,1.1247375128593665e-16,True
SPINK8,150.88955494921214,-2.7779610396710224,0.32761347335396274,-8.479385817779344,2.26385796946897e-17,1.1266414975618122e-16,True
AL049747.1,2.789864288797344,2.056056428414782,0.2425047468301006,8.478417248695179,2.2827801901060317e-17,1.1357863357550667e-16,True
ZAR1L,2.3660553449287804,1.8391333295435155,0.21693327600620418,8.477875609507308,2.2934297381468355e-17,1.1408117517059862e-16,True
AC026310.1,6.383872656438909,2.0061560562213625,0.23668812439459355,8.475947246414476,2.3317440702642696e-17,1.1595926525371682e-16,True
LINC02280,8.667652041732023,1.5892190246181643,0.18752388269211773,8.474755331444321,2.355741120549867e-17,1.1713863518291884e-16,True
MME-AS1,3.408864965058211,-2.364120664974361,0.27916623153792997,-8.468505133842275,2.485622828329409e-17,1.2349351729892016e-16,True
AL031864.1,3.0686750455750262,1.703842368765295,0.20120485079905173,8.46819727257453,2.492199727806393e-17,1.2380547428306508e-16,True
LINC02489,1.5214757256917586,-2.6406941890858824,0.3118507021439923,-8.467815435177638,2.50038085082539e-17,1.2419704046837412e-16,True
SHISAL1,403.74011713855987,1.826769832628657,0.21587958658792833,8.461985042224494,2.628642418366882e-17,1.3039648099706775e-16,True
AC044810.2,21.219739754093563,-2.0154236383098048,0.23823981381046544,-8.459642433708414,2.6819859044683288e-17,1.3297913404613252e-16,True
ASIC4,13.624157443823332,1.5548019862835383,0.1838318401393815,8.45774042790784,2.7260808214882553e-17,1.351170918917297e-16,True
